FlowId,SrcAddr,DestAddr,TxPackets,RxPackets,LostPackets,PacketLossRate(%),Throughput(bps),DelaySum(s)
8078,10.0.0.15,10.0.0.12,8,8,0,0,68340.6,0.00133614
8079,10.0.0.9,10.0.0.14,15,15,0,0,1.03436e+06,0.00649094
8080,10.0.0.14,10.0.0.9,8,8,0,0,73075.8,0.0013362
8081,10.0.0.1,10.0.0.4,15,15,0,0,1.03789e+06,0.00287412
8082,10.0.0.4,10.0.0.1,8,8,0,0,68341.3,0.001336
8083,10.0.0.12,10.0.0.4,15,15,0,0,1.03836e+06,0.00292127
8084,10.0.0.4,10.0.0.12,8,8,0,0,68340.6,0.00133614
8085,10.0.0.3,10.0.0.8,13,13,0,0,855064,0.0109253
8086,10.0.0.8,10.0.0.3,7,7,0,0,72209.9,0.00116901
8087,10.0.0.4,10.0.0.13,15,15,0,0,1.03864e+06,0.00284088
8088,10.0.0.13,10.0.0.4,8,8,0,0,68340.5,0.00133617
8089,10.0.0.13,10.0.0.10,14,14,0,0,945361,0.00809466
8090,10.0.0.10,10.0.0.13,7,7,0,0,67124.9,0.00118715
8091,10.0.0.10,10.0.0.14,14,14,0,0,947298,0.00708234
8092,10.0.0.14,10.0.0.10,7,7,0,0,65748.6,0.00117817
8093,10.0.0.6,10.0.0.4,15,15,0,0,1.03639e+06,0.00295413
8094,10.0.0.4,10.0.0.6,8,8,0,0,68341.3,0.001336
8095,10.0.0.10,10.0.0.8,14,14,0,0,945862,0.00697813
8096,10.0.0.8,10.0.0.10,7,7,0,0,65644,0.001268
8097,10.0.0.13,10.0.0.10,15,15,0,0,1.03806e+06,0.0028338
8098,10.0.0.10,10.0.0.13,8,8,0,0,68340.5,0.00133617
8099,10.0.0.15,10.0.0.14,14,14,0,0,945684,0.00999604
8100,10.0.0.14,10.0.0.15,7,7,0,0,70328.7,0.00124117
8101,10.0.0.12,10.0.0.6,15,15,0,0,1.03753e+06,0.00287473
8102,10.0.0.6,10.0.0.12,8,8,0,0,68340.7,0.00133614
8103,10.0.0.8,10.0.0.11,15,15,0,0,1.03658e+06,0.00292886
8104,10.0.0.11,10.0.0.8,8,8,0,0,68340.8,0.0013361
8105,10.0.0.8,10.0.0.11,15,15,0,0,1.03718e+06,0.00297058
8106,10.0.0.11,10.0.0.8,8,8,0,0,68340.8,0.0013361
8107,10.0.0.14,10.0.0.8,15,15,0,0,1.03893e+06,0.00290437
8108,10.0.0.8,10.0.0.14,8,8,0,0,68340.4,0.00133619
8109,10.0.0.3,10.0.0.5,15,15,0,0,1.03832e+06,0.00281579
8110,10.0.0.5,10.0.0.3,8,8,0,0,68328.8,0.00133601
8111,10.0.0.3,10.0.0.1,14,14,0,0,946928,0.00810883
8112,10.0.0.1,10.0.0.3,7,7,0,0,67305.2,0.00116901
